scene_name;scene_id;scene_ver;cntrl_tag;inner_x;inner_y;level_name;class_name;(Inverted) Integrated Intensity Layer 1;Rel. Border Length;Sphericity;Mean Layer 1;Mean Layer 2;Mean Layer 3;Min. pixel value Layer 1;Max. pixel value Layer 1;Range Layer 1;Standard deviation Layer 1;Standard deviation Layer 2;Standard deviation Layer 3;HSI Transformation Hue(R='Layer 1' G='Layer 2' B='Layer 3');HSI Transformation Saturation(R=Layer 1 G=Layer 2 B=Layer 3);Area (Pxl);Border length (Pxl);Length/Width;Border index;Elliptic Fit;Roundness;Shape index;GLCM Homogeneity (quick 8/11) Layer 1 (0°);GLCM Homogeneity (quick 8/11) Layer 2 (0°);GLCM Homogeneity (quick 8/11) Layer 3 (0°);GLCM Homogeneity (quick 8/11) Layer 1 (45°);GLCM Homogeneity (quick 8/11) Layer 2 (45°);GLCM Homogeneity (quick 8/11) Layer 3 (45°);GLCM Homogeneity (quick 8/11) Layer 1 (90°);GLCM Homogeneity (quick 8/11) Layer 2 (90°);GLCM Homogeneity (quick 8/11) Layer 3 (90°);GLCM Homogeneity (quick 8/11) Layer 1 (135°);GLCM Homogeneity (quick 8/11) Layer 2 (135°);GLCM Homogeneity (quick 8/11) Layer 3 (135°);X Center (Pxl);Y Center (Pxl)
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;707;325;Cell Level (250x250ROI);Nucleus DAB+;109713;0.1462585034;0.73596584099;161.70663265;164.2244898;174.08503401;137;203;66;15.027972452;18.658649002;29.78082489;0.63276545076;0.071105488365;1176;172;1.5585508645;1.2112676056;0.93707482993;0.20164346615;1.2539054636;0.25411191583;0.2933691442;0.23169665039;0.16879560053;0.24028706551;0.21039779484;0.24783614278;0.3278863132;0.28123059869;0.23917131126;0.27129915357;0.17730468512;715.45578231;1574.8894558
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;117;371;Cell Level (250x250ROI);Nucleus DAB+;128438;0.13438735178;0.71713904758;153.46798419;135.9486166;124.13201581;121;203;82;16.944852504;26.41040728;37.01619081;0.067133746519;0.19115366983;1265;170;1.1578947368;1.1643835616;0.87193675889;0.34189539805;1.1949333089;0.23785491288;0.17244102061;0.13491846621;0.18417799473;0.20088109374;0.14445899427;0.21973393857;0.20557940006;0.16564777493;0.18440230191;0.12355950475;0.10469896346;118.47786561;1526.1822134
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;83;409;Cell Level (250x250ROI);Nucleus DAB+;472984;0.081983308787;0.61644399774;138.9018164;119.97717231;109.82793324;103;206;103;23.022084585;32.212075222;46.621130339;0.058180733436;0.20931247636;4074;334;1.5254237288;1.2748091603;0.84045164458;0.4469555672;1.3082054773;0.23869535327;0.2660010457;0.19638237357;0.19391319156;0.21177701652;0.15796756744;0.24947056174;0.26515749097;0.21203225851;0.19685971737;0.19600254297;0.13805811107;83.515218459;1480.0353461
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1416;437;Cell Level (250x250ROI);Nucleus DAB+;240992;0.11687363039;0.50004518397;166.98246896;149.77684441;140.01862673;113;203;90;14.766618308;21.352691131;31.715488137;0.060316686307;0.16147708433;2738;320;1.5620752447;1.4814814815;0.75237399562;0.54530656871;1.5288795269;0.28911116719;0.30141869187;0.22023524344;0.19649213552;0.19886359572;0.13064087927;0.25944730639;0.23412998021;0.16422621906;0.2305457145;0.23056265712;0.15354934335;1410.8338203;1451.5865595
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1184;470;Cell Level (250x250ROI);Nucleus DAB+;330685;0.10002942042;0.51070674896;157.7110915;132.59017358;118.31862312;130;197;67;12.676204874;16.868493586;22.951090476;0.060381891283;0.24977614446;3399;340;1.6;1.4049586777;0.84230656075;0.43318194857;1.4579523942;0.28434336185;0.26376891136;0.18039533496;0.23514731228;0.22629182041;0.14553126693;0.31656777859;0.31505054235;0.22786040604;0.24027176201;0.23321762681;0.16865417361;1192.896293;1421.599441
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;259;738;Cell Level (250x250ROI);Nucleus DAB+;325519;0.10585744531;0.54126793546;140.13796754;108.38990826;102.33839097;88;196;108;21.304667774;28.464132312;27.764818362;0.026682473893;0.26973116019;2834;300;1;1.3888888889;0.7240649259;0.52035235235;1.4088389189;0.2911106348;0.32222747803;0.23976324499;0.21583239734;0.18273609877;0.14416629076;0.25086736679;0.20665156841;0.16580395401;0.19249387085;0.16944983602;0.13352048397;273.51799577;1145.6083275
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;779;986;Cell Level (250x250ROI);Nucleus DAB+;364517;0.09218328841;0.538234624;156.74743935;135.70539084;121.58706199;101;214;113;20.430991935;29.284288273;38.697086746;0.066923479883;0.22431229182;3710;342;1.6686071735;1.3464566929;0.82641509434;0.52136176078;1.4037157083;0.28022620082;0.26736411452;0.20744454861;0.21528965235;0.19984421134;0.15365545452;0.22908417881;0.22285854816;0.17387501895;0.18309645355;0.15218016505;0.1261639744;769.13126685;891.32318059
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;57;1203;Cell Level (250x250ROI);Nucleus DAB+;276997;0.1098989899;0.56344591437;143.0820202;115.67676768;96.538181818;99;206;107;25.043851238;33.320406064;40.052657975;0.068532472192;0.32529480866;2475;272;1.0163934426;1.3465346535;0.77939393939;0.49452910859;1.3668514288;0.24752913415;0.24765482545;0.18333846331;0.18732187152;0.20463094115;0.15286175907;0.23575225472;0.22424922884;0.1791638732;0.16480284929;0.18095585704;0.11797484756;73.835353535;686.59333333
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;681;1145;Cell Level (250x250ROI);Nucleus DAB+;319767;0.10335386721;0.566798353;145.56570842;108.28268309;91.578370979;100;212;112;24.808050817;32.954007855;35.547774454;0.051568611292;0.37087950195;2922;302;1.6574256838;1.3482142857;0.82203969884;0.51175448076;1.3967119401;0.25101619959;0.22365480661;0.16996560991;0.17155626416;0.15532831848;0.11522766948;0.20797544718;0.18386916816;0.14155305922;0.15828897059;0.12693962455;0.098546072841;684.57768652;737.59342916
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1590;1288;Cell Level (250x250ROI);Nucleus DAB+;155211;0.12903225806;0.67142989433;158.71526055;155.47146402;159.3573201;126;206;80;18.455874286;20.198052988;31.439908649;0.80579501916;0.024384547111;1612;208;1.7835207061;1.2235294118;0.86228287841;0.31490095601;1.2951522516;0.21041567624;0.26881667972;0.23961023986;0.17144925892;0.21607485414;0.16279540956;0.26039907336;0.32370129228;0.2391679287;0.19123524427;0.25032415986;0.19248394668;1610.7022333;613.61848635
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1725;1335;Cell Level (250x250ROI);Nucleus DAB+;288909;0.1092700403;0.6710278022;125.61845052;95.52843708;77.60367219;70;205;135;22.627168811;29.118105351;34.995260698;0.062219610696;0.38222711814;2233;244;1.2738981516;1.2708333333;0.85579937304;0.32677481672;1.2908788149;0.23323263228;0.21532613039;0.15796156228;0.18134352565;0.21385426819;0.15256640315;0.24424429238;0.23459160328;0.17268463969;0.18850381672;0.17305114865;0.12523677945;1714.9312584;555.80407524
